Datum von,Gesamt (Netzlast) [MWh] Berechnete Auflösungen_50Hertz,Gesamt (Netzlast) [MWh] Berechnete Auflösungen_TransNetBW,Differenz
2020-06-18,274171.0,164662.5,109508.5
2020-06-19,263568.0,159069.5,104498.5
2020-06-20,246587.25,126083.25,120504.0
2020-06-21,226427.75,113312.0,113115.75
2020-06-22,270498.75,160637.0,109861.75
2020-06-23,274657.0,168121.25,106535.75
2020-06-24,264151.25,167758.5,96392.75
2020-06-25,282190.75,165251.5,116939.25
2020-06-26,272209.75,160698.25,111511.5
2020-06-27,234125.25,127968.25,106157.0
2020-06-28,224278.0,116997.5,107280.5
2020-06-29,257606.25,160149.0,97457.25
2020-06-30,294153.75,165849.5,128304.25
2020-07-01,286346.5,168406.0,117940.5
2020-07-02,281530.0,168303.5,113226.5
2020-07-03,263393.5,158377.5,105016.0
2020-07-04,259205.75,128772.25,130433.5
2020-07-05,249061.25,118142.75,130918.5
2020-07-06,295661.25,162966.75,132694.5
2020-07-07,292215.25,164876.75,127338.5
2020-07-08,279443.75,165588.0,113855.75
2020-07-09,267431.75,166926.0,100505.75
2020-07-10,275604.5,160780.5,114824.0
2020-07-11,251124.75,127442.25,123682.5
2020-07-12,228414.0,116107.25,112306.75
2020-07-13,261962.5,161543.0,100419.5
2020-07-14,264713.25,168851.75,95861.5
2020-07-15,262366.25,171619.25,90747.0
2020-07-16,265829.25,169718.5,96110.75
2020-07-17,257001.75,162476.5,94525.25
2020-07-18,218835.25,130266.25,88569.0
2020-07-19,206713.5,119047.25,87666.25
2020-07-20,258131.25,166436.0,91695.25
2020-07-21,273238.75,173716.5,99522.25
2020-07-22,269735.5,173167.25,96568.25
2020-07-23,255240.25,171120.0,84120.25
2020-07-24,266858.75,166165.0,100693.75
2020-07-25,221714.75,132369.25,89345.5
2020-07-26,214691.5,121990.25,92701.25
2020-07-27,255505.0,167107.5,88397.5
2020-07-28,286187.25,177684.0,108503.25
2020-07-29,290209.0,172793.25,117415.75
2020-07-30,279857.25,170500.75,109356.5
2020-07-31,262639.25,164914.5,97724.75
2020-08-01,230753.5,136024.5,94729.0
2020-08-02,217552.25,122148.0,95404.25
2020-08-03,255135.25,160595.0,94540.25
2020-08-04,257056.75,161380.5,95676.25
2020-08-05,262832.75,162282.0,100550.75
2020-08-06,266817.25,160827.75,105989.5
2020-08-07,266038.25,159672.25,106366.0
2020-08-08,234761.25,131186.5,103574.75
2020-08-09,220042.5,119249.5,100793.0
2020-08-10,272251.5,159259.0,112992.5
2020-08-11,286404.25,165110.0,121294.25
2020-08-12,285696.25,165090.25,120606.0
2020-08-13,280279.5,162900.75,117378.75
2020-08-14,270031.25,157558.25,112473.0
2020-08-15,233584.25,124377.0,109207.25
2020-08-16,224460.0,114230.25,110229.75
2020-08-17,279302.75,150790.75,128512.0
2020-08-18,272400.0,155226.0,117174.0
2020-08-19,270910.75,154650.75,116260.0
2020-08-20,280456.0,158453.25,122002.75
2020-08-21,278254.5,156712.25,121542.25
2020-08-22,246170.0,127599.5,118570.5
2020-08-23,246109.0,112835.5,133273.5
2020-08-24,274694.0,151698.25,122995.75
2020-08-25,277100.75,157794.0,119306.75
2020-08-26,305335.5,164301.75,141033.75
2020-08-27,290614.5,160082.5,130532.0
2020-08-28,275217.75,158445.25,116772.5
2020-08-29,235769.0,125680.75,110088.25
2020-08-30,222114.0,115960.25,106153.75
2020-08-31,279773.75,159303.25,120470.5
2020-09-01,282193.75,167187.0,115006.75
2020-09-02,291164.25,165332.0,125832.25
2020-09-03,281348.5,163988.5,117360.0
2020-09-04,290899.5,161467.5,129432.0
2020-09-05,249755.25,130396.25,119359.0
2020-09-06,237059.25,119307.25,117752.0
2020-09-07,286474.25,161990.5,124483.75
2020-09-08,304681.5,168399.0,136282.5
2020-09-09,300651.0,169241.25,131409.75
2020-09-10,293980.5,169786.0,124194.5
2020-09-11,269285.25,165873.25,103412.0
2020-09-12,258171.0,133734.75,124436.25
2020-09-13,243813.0,119575.75,124237.25
2020-09-14,279720.5,165878.25,113842.25
2020-09-15,290548.0,172415.25,118132.75
2020-09-16,292711.5,176078.5,116633.0
2020-09-17,288490.75,173812.0,114678.75
2020-09-18,266293.75,167942.25,98351.5
2020-09-19,234200.25,132667.5,101532.75
2020-09-20,220935.25,118608.75,102326.5
2020-09-21,268347.0,167055.25,101291.75
2020-09-22,282055.25,173221.25,108834.0
2020-09-23,279963.25,175430.5,104532.75
2020-09-24,286037.25,173546.75,112490.5
2020-09-25,286736.0,171860.25,114875.75
2020-09-26,265632.25,143139.5,122492.75
2020-09-27,238044.5,127921.25,110123.25
2020-09-28,285029.0,168997.25,116031.75
2020-09-29,287007.0,178158.0,108849.0
2020-09-30,285850.25,173605.75,112244.5
2020-10-01,289640.75,173755.25,115885.5
2020-10-02,302153.75,172134.5,130019.25
2020-10-03,268166.25,131844.25,136322.0
2020-10-04,235545.5,125604.0,109941.5
2020-10-05,285295.75,174695.25,110600.5
2020-10-06,308019.75,181422.0,126597.75
2020-10-07,297921.75,181680.0,116241.75
2020-10-08,317052.75,179339.25,137713.5
2020-10-09,296796.25,172514.0,124282.25
2020-10-10,269387.25,144452.25,124935.0
2020-10-11,247551.75,133493.75,114058.0
2020-10-12,288092.25,180371.25,107721.0
2020-10-13,300210.0,184749.5,115460.5
2020-10-14,340096.25,188257.25,151839.0
2020-10-15,331252.0,187554.5,143697.5
2020-10-16,299942.75,181590.5,118352.25
2020-10-17,249737.75,147388.0,102349.75
2020-10-18,268644.5,135583.0,133061.5
2020-10-19,301831.5,178943.25,122888.25
2020-10-20,309562.0,186520.75,123041.25
2020-10-21,307792.0,186278.25,121513.75
2020-10-22,320302.0,184838.0,135464.0
2020-10-23,305193.5,181276.25,123917.25
2020-10-24,265747.25,142287.25,123460.0
2020-10-25,273898.5,133401.75,140496.75
2020-10-26,286498.25,182276.25,104222.0
2020-10-27,312557.75,188201.25,124356.5
2020-10-28,320285.75,187371.25,132914.5
2020-10-29,326534.75,187055.25,139479.5
2020-10-30,302059.5,180442.75,121616.75
2020-10-31,244727.5,141905.25,102822.25
2020-11-01,261411.5,132931.5,128480.0
2020-11-02,322603.5,178290.75,144312.75
2020-11-03,308590.75,186676.75,121914.0
2020-11-04,319490.25,189292.0,130198.25
2020-11-05,323040.25,186330.5,136709.75
2020-11-06,297618.75,183624.5,113994.25
2020-11-07,252872.25,148365.5,104506.75
2020-11-08,237844.5,134508.25,103336.25
2020-11-09,291883.25,179753.25,112130.0
2020-11-10,306032.0,188130.5,117901.5
2020-11-11,301993.25,188155.75,113837.5
2020-11-12,302039.0,186348.0,115691.0
2020-11-13,293836.25,181095.75,112740.5
2020-11-14,256807.0,143522.25,113284.75
2020-11-15,270912.0,132627.75,138284.25
2020-11-16,320566.25,184002.25,136564.0
2020-11-17,327498.5,190283.0,137215.5
2020-11-18,312276.25,190868.25,121408.0
2020-11-19,343435.0,192543.25,150891.75
2020-11-20,320533.0,188130.5,132402.5
2020-11-21,305273.25,159016.25,146257.0
2020-11-22,289426.0,145639.0,143787.0
2020-11-23,334452.25,192789.25,141663.0
2020-11-24,333626.0,199359.25,134266.75
2020-11-25,317178.0,202000.75,115177.25
2020-11-26,325802.0,197516.5,128285.5
2020-11-27,307448.0,192290.5,115157.5
2020-11-28,267650.25,162494.75,105155.5
2020-11-29,261070.75,150590.5,110480.25
2020-11-30,320258.75,200385.75,119873.0
2020-12-01,320528.0,207683.5,112844.5
2020-12-02,322681.75,209036.75,113645.0
2020-12-03,351901.5,208223.0,143678.5
2020-12-04,340500.25,203792.5,136707.75
2020-12-05,288116.25,168907.75,119208.5
2020-12-06,282052.0,155333.25,126718.75
2020-12-07,342794.0,201045.75,141748.25
2020-12-08,316859.75,204591.25,112268.5
2020-12-09,325663.75,208277.25,117386.5
2020-12-10,323987.5,206705.75,117281.75
2020-12-11,324072.75,203016.75,121056.0
2020-12-12,286513.5,165574.0,120939.5
2020-12-13,253700.75,147391.0,106309.75
2020-12-14,318638.5,193462.0,125176.5
2020-12-15,322734.0,195708.25,127025.75
2020-12-16,309248.25,189513.25,119735.0
2020-12-17,332139.0,188669.25,143469.75
2020-12-18,311287.5,179693.75,131593.75
2020-12-19,287463.75,150846.0,136617.75
2020-12-20,264975.5,140110.0,124865.5
2020-12-21,291544.5,169663.25,121881.25
2020-12-22,311642.25,165147.25,146495.0
2020-12-23,264194.75,151602.5,112592.25
2020-12-24,248471.25,130534.75,117936.5
2020-12-25,240528.5,127269.75,113258.75
2020-12-26,253849.5,128515.5,125334.0
2020-12-27,284692.75,132701.5,151991.25
2020-12-28,275867.0,147299.5,128567.5
2020-12-29,265255.75,149189.25,116066.5
2020-12-30,280598.25,149121.0,131477.25
2020-12-31,254505.25,139121.75,115383.5
2021-01-01,237556.0,127248.5,110307.5
2021-01-02,249716.5,136003.5,113713.0
2021-01-03,278788.75,136182.75,142606.0
2021-01-04,333748.25,167810.75,165937.5
2021-01-05,344889.0,174030.75,170858.25
2021-01-06,329642.25,150986.5,178655.75
2021-01-07,325477.25,180214.0,145263.25
2021-01-08,321373.0,184003.25,137369.75
2021-01-09,291086.0,159148.0,131938.0
2021-01-10,286119.5,148129.0,137990.5
2021-01-11,357188.5,200239.5,156949.0
2021-01-12,352899.0,207702.0,145197.0
2021-01-13,361104.0,205529.25,155574.75
2021-01-14,356754.75,203174.5,153580.25
2021-01-15,344214.75,198465.5,145749.25
2021-01-16,307497.5,169447.0,138050.5
2021-01-17,286421.75,155308.5,131113.25
2021-01-18,340662.25,200256.5,140405.75
2021-01-19,342538.75,205953.5,136585.25
2021-01-20,353729.25,203087.5,150641.75
2021-01-21,356978.75,197873.0,159105.75
2021-01-22,349177.75,191620.5,157557.25
2021-01-23,280203.5,162465.25,117738.25
2021-01-24,266987.0,150121.25,116865.75
2021-01-25,318946.75,200048.5,118898.25
2021-01-26,334159.5,206386.0,127773.5
2021-01-27,329645.25,207785.5,121859.75
2021-01-28,343634.25,199414.75,144219.5
2021-01-29,326421.75,192063.75,134358.0
2021-01-30,292464.5,158897.5,133567.0
2021-01-31,297758.5,146872.0,150886.5
2021-02-01,339087.5,193651.5,145436.0
2021-02-02,321356.25,196043.25,125313.0
2021-02-03,334571.5,196942.25,137629.25
2021-02-04,332257.25,192114.25,140143.0
2021-02-05,337769.0,188579.5,149189.5
2021-02-06,329377.0,155176.25,174200.75
2021-02-07,338012.0,144694.75,193317.25
2021-02-08,365824.75,197777.75,168047.0
2021-02-09,355128.25,206855.0,148273.25
2021-02-10,358612.5,210890.25,147722.25
2021-02-11,358547.75,210895.0,147652.75
2021-02-12,349168.25,207690.0,141478.25
2021-02-13,314153.0,173411.5,140741.5
2021-02-14,303153.0,157925.5,145227.5
2021-02-15,362707.75,203716.25,158991.5
2021-02-16,334916.75,198904.75,136012.0
2021-02-17,338732.25,197061.75,141670.5
2021-02-18,330077.0,194903.75,135173.25
2021-02-19,333921.0,187310.75,146610.25
2021-02-20,286793.0,150105.0,136688.0
2021-02-21,264914.0,136236.25,128677.75
2021-02-22,305573.5,183498.25,122075.25
2021-02-23,314808.75,186393.5,128415.25
2021-02-24,322264.5,185350.75,136913.75
2021-02-25,318981.75,182711.25,136270.5
2021-02-26,330286.5,181631.0,148655.5
2021-02-27,282421.75,147630.5,134791.25
2021-02-28,266958.0,136175.75,130782.25
2021-03-01,305279.25,181882.75,123396.5
2021-03-02,305365.25,185354.25,120011.0
2021-03-03,305897.25,189717.0,116180.25
2021-03-04,316056.5,184560.5,131496.0
2021-03-05,314155.0,190470.0,123685.0
2021-03-06,294288.5,154638.0,139650.5
2021-03-07,292858.0,142925.25,149932.75
2021-03-08,305057.5,187753.0,117304.5
2021-03-09,313206.5,193096.0,120110.5
2021-03-10,316433.75,191983.5,124450.25
2021-03-11,358813.0,193265.75,165547.25
2021-03-12,345398.0,187117.0,158281.0
2021-03-13,314274.5,155851.75,158422.75
2021-03-14,296073.25,143421.0,152652.25
2021-03-15,325623.5,192035.0,133588.5
2021-03-16,321823.25,196896.25,124927.0
2021-03-17,308017.5,195756.5,112261.0
2021-03-18,308932.75,192629.0,116303.75
2021-03-19,327301.75,192531.5,134770.25
2021-03-20,293978.0,157609.5,136368.5
2021-03-21,296332.75,146371.75,149961.0
2021-03-22,309563.5,193490.0,116073.5
2021-03-23,314262.75,193742.25,120520.5
2021-03-24,306820.5,189351.75,117468.75
2021-03-25,297500.25,184277.0,113223.25
2021-03-26,296554.0,177623.25,118930.75
2021-03-27,299464.5,147765.0,151699.5
2021-03-28,271937.75,126641.0,145296.75
2021-03-29,315918.25,176257.5,139660.75
2021-03-30,303141.25,177290.0,125851.25
2021-03-31,279242.0,173804.25,105437.75
2021-04-01,287132.25,166177.0,120955.25
2021-04-02,252296.25,124955.0,127341.25
2021-04-03,259524.0,128825.5,130698.5
2021-04-04,246762.75,114289.25,132473.5
2021-04-05,274889.0,125983.0,148906.0
2021-04-06,328586.25,180277.25,148309.0
2021-04-07,337515.25,193646.5,143868.75
2021-04-08,338541.75,186354.5,152187.25
2021-04-09,332516.0,180573.5,151942.5
2021-04-10,260732.5,143213.0,117519.5
2021-04-11,264641.75,131382.5,133259.25
2021-04-12,311209.0,184903.0,126306.0
2021-04-13,317757.5,188833.75,128923.75
2021-04-14,308016.5,190107.75,117908.75
2021-04-15,318584.5,188091.5,130493.0
2021-04-16,318374.75,185667.0,132707.75
2021-04-17,273034.75,151596.25,121438.5
2021-04-18,251984.0,136493.0,115491.0
2021-04-19,305406.5,183936.0,121470.5
2021-04-20,297392.0,184953.75,112438.25
2021-04-21,305733.25,179939.75,125793.5
2021-04-22,328196.0,177974.0,150222.0
2021-04-23,308622.25,175003.25,133619.0
2021-04-24,261811.75,138354.5,123457.25
2021-04-25,252359.75,124722.75,127637.0
2021-04-26,285375.0,171619.0,113756.0
2021-04-27,285405.75,177481.5,107924.25
2021-04-28,292912.75,177041.5,115871.25
2021-04-29,303966.25,176341.25,127625.0
2021-04-30,298748.0,175681.25,123066.75
2021-05-01,237233.0,130379.5,106853.5
2021-05-02,248483.0,127178.75,121304.25
2021-05-03,303766.5,173464.5,130302.0
2021-05-04,331012.0,183209.25,147802.75
2021-05-05,342050.0,182277.5,159772.5
2021-05-06,324524.5,185668.0,138856.5
2021-05-07,305799.75,177537.75,128262.0
2021-05-08,263598.25,141653.0,121945.25
2021-05-09,254243.5,122373.25,131870.25
2021-05-10,297691.5,172115.0,125576.5
2021-05-11,288209.25,181363.5,106845.75
2021-05-12,284177.25,177882.0,106295.25
2021-05-13,244504.0,132208.0,112296.0
2021-05-14,253773.0,145876.5,107896.5
2021-05-15,242753.75,134034.5,108719.25
2021-05-16,227474.25,125558.25,101916.0
2021-05-17,268727.75,172529.25,96198.5
2021-05-18,280387.75,177952.5,102435.25
2021-05-19,281639.0,176420.5,105218.5
2021-05-20,288505.25,173844.75,114660.5
2021-05-21,286274.75,176843.0,109431.75
2021-05-22,257110.0,135665.25,121444.75
2021-05-23,241709.25,116893.75,124815.5
2021-05-24,235093.5,120567.5,114526.0
2021-05-25,285879.5,165083.25,120796.25
2021-05-26,296579.25,175648.75,120930.5
2021-05-27,290867.75,172278.5,118589.25
2021-05-28,282632.25,165031.5,117600.75
2021-05-29,252906.5,132123.75,120782.75
2021-05-30,227741.25,119622.0,108119.25
2021-05-31,272903.25,164715.75,108187.5
2021-06-01,278664.0,169778.25,108885.75
2021-06-02,282214.0,168159.5,114054.5
2021-06-03,297666.75,130242.0,167424.75
2021-06-04,280177.0,145889.5,134287.5
2021-06-05,246719.75,132499.75,114220.0
2021-06-06,224981.0,123007.0,101974.0
2021-06-07,272156.25,173192.0,98964.25
2021-06-08,281420.25,176337.75,105082.5
2021-06-09,281124.5,177671.25,103453.25
2021-06-10,283090.25,176088.25,107002.0
2021-06-11,281779.25,170700.75,111078.5
2021-06-12,264840.5,138716.75,126123.75
2021-06-13,248559.0,120832.5,127726.5
2021-06-14,270041.5,168370.25,101671.25
2021-06-15,285185.0,174669.5,110515.5
2021-06-16,286527.75,176780.5,109747.25
2021-06-17,304691.75,178586.5,126105.25
2021-06-18,301215.25,176624.0,124591.25
2021-06-19,258035.0,143068.25,114966.75
2021-06-20,243009.0,128618.5,114390.5
2021-06-21,294877.75,173532.0,121345.75
2021-06-22,295032.0,176662.0,118370.0
2021-06-23,283783.75,175504.5,108279.25
2021-06-24,286385.25,170224.75,116160.5
2021-06-25,281546.0,169710.0,111836.0
2021-06-26,235904.75,134928.25,100976.5
2021-06-27,218681.5,122156.5,96525.0
2021-06-28,279033.5,171216.75,107816.75
2021-06-29,288671.25,174907.25,113764.0
2021-06-30,301834.75,172683.5,129151.25
2021-07-01,307119.0,172372.75,134746.25
2021-07-02,293232.25,166944.25,126288.0
2021-07-03,239695.25,134104.5,105590.75
2021-07-04,221075.0,121939.5,99135.5
2021-07-05,272158.25,168733.5,103424.75
2021-07-06,286848.75,178608.5,108240.25
2021-07-07,287228.0,175137.25,112090.75
2021-07-08,281481.75,173112.25,108369.5
2021-07-09,283863.0,170543.0,113320.0
2021-07-10,250785.0,135594.0,115191.0
2021-07-11,224249.5,122075.0,102174.5
2021-07-12,292028.0,167384.0,124644.0
2021-07-13,290858.5,176739.0,114119.5
2021-07-14,281413.5,172935.5,108478.0
2021-07-15,273666.5,173035.0,100631.5
2021-07-16,275918.0,168178.0,107740.0
2021-07-17,247294.25,135771.0,111523.25
2021-07-18,244546.0,123228.75,121317.25
2021-07-19,275895.0,174333.5,101561.5
2021-07-20,286130.5,175888.75,110241.75
2021-07-21,283429.5,175934.25,107495.25
2021-07-22,270652.0,175880.75,94771.25
2021-07-23,270453.75,171433.75,99020.0
2021-07-24,252010.5,139855.25,112155.25
2021-07-25,247556.0,127861.0,119695.0
2021-07-26,281882.25,171059.0,110823.25
2021-07-27,283803.5,175137.0,108666.5
2021-07-28,277687.0,176590.25,101096.75
2021-07-29,297463.5,172850.25,124613.25
2021-07-30,291016.75,167210.5,123806.25
2021-07-31,255588.0,136603.75,118984.25
2021-08-01,229214.25,123961.25,105253.0
2021-08-02,280722.25,160528.75,120193.5
2021-08-03,269929.25,163267.0,106662.25
2021-08-04,265341.75,161529.25,103812.5
2021-08-05,278163.5,159838.75,118324.75
2021-08-06,271427.25,158995.75,112431.5
2021-08-07,233951.0,128850.75,105100.25
2021-08-08,232805.5,116017.25,116788.25
2021-08-09,268297.75,148697.5,119600.25
2021-08-10,273215.0,152669.0,120546.0
2021-08-11,280626.25,154388.75,126237.5
2021-08-12,280255.25,154245.5,126009.75
2021-08-13,282900.5,154309.25,128591.25
2021-08-14,258623.25,128844.25,129779.0
2021-08-15,241778.5,118622.25,123156.25
2021-08-16,293743.0,156243.25,137499.75
